,postcode,year,Accident_risk
845,AB54 7LA,2012,1.5
846,AB54 7TH,2012,1.857142857
847,AB54 7TH,2013,1
848,AB54 7TY,2012,1
849,AB54 7UP,2012,2.166666667
850,AB54 7UP,2013,1.5
851,AB54 7YY,2012,2.076923077
852,AB54 8DD,2012,1.333333333
853,AB54 8DY,2012,1
854,AB55 4AB,2012,1.076923077
855,AB55 4AB,2013,1
856,AB55 4BD,2012,1
857,AB55 4DY,2012,1.578947368
858,AB55 4DY,2013,1
859,AB55 5DW,2012,1.071428571
860,AB55 5DW,2013,2.5
861,AB55 5DY,2012,1.75
862,AB55 5DY,2013,1
863,AB55 5EH,2012,1.5
864,AB55 5FG,2012,1
865,AB55 5HF,2012,1.272727273
866,AB55 5HF,2013,1
867,AB55 5HU,2012,1.25
868,AB55 5HU,2013,1.25
869,AB55 5PE,2012,2
870,AB55 5PE,2013,1
871,AB55 6AA,2012,2.5
872,AB55 6QN,2012,1.333333333
873,AB55 6QY,2012,1.2
874,AB55 6XR,2012,1.5
875,AB55 6YJ,2012,1.166666667
876,AB55 6YU,2012,1.857142857
877,AB56 1AE,2012,2
878,AB56 1ET,2012,3
879,AB56 1ET,2013,2
880,AB56 1JD,2013,3
881,AB56 1LH,2012,2
882,AB56 1LH,2013,1.5
883,AB56 1SL,2012,1.875
884,AB56 1TS,2012,1.428571429
885,AB56 1TS,2013,1
886,AB56 4DZ,2012,1.666666667
887,AB56 4RD,2012,1.333333333
888,AB56 4RD,2013,1
889,AB56 4WB,2012,1
890,AB56 5AF,2012,1.416666667
891,AB56 5AF,2013,1
892,AB56 5BR,2012,1.125
893,AB56 5BR,2013,5
894,AB56 5BW,2012,1
895,AB56 5UP,2012,1.333333333
896,AB56 5UP,2013,1.333333333
897,AL1 1DX,2012,1.6
898,AL1 1DZ,2012,1.125
899,AL1 1DZ,2013,1
900,AL1 1HL,2012,2
901,AL1 1JD,2012,1
902,AL1 1NG,2012,1
903,AL1 1NX,2012,2.666666667
904,AL1 1PD,2012,1
905,AL1 1PD,2013,2
906,AL1 1PG,2012,1.928571429
907,AL1 1PG,2013,1.5
908,AL1 1PT,2012,1.833333333
909,AL1 1PT,2013,1
910,AL1 1QQ,2012,1.421052632
911,AL1 1RS,2012,1.142857143
912,AL1 1UR,2013,1
913,AL1 2DN,2012,1.333333333
914,AL1 2DN,2013,1
915,AL1 2EA,2012,1.333333333
916,AL1 2JR,2012,1.461538462
917,AL1 2LP,2012,1.666666667
918,AL1 2NG,2012,1
919,AL1 2PT,2012,1
920,AL1 2QL,2012,2.571428571
921,AL1 2QL,2013,1
922,AL1 2QN,2012,1
923,AL1 2QN,2013,1.25
924,AL1 3AE,2012,1.769230769
925,AL1 3AE,2013,1
926,AL1 3AH,2012,1.2
927,AL1 3DQ,2012,1.333333333
928,AL1 3FP,2012,1.2
929,AL1 3HA,2012,1
930,AL1 3LW,2012,1
931,AL1 3PN,2012,1
932,AL1 3RD,2012,1.166666667
933,AL1 3SQ,2012,1.333333333
934,AL1 3SR,2012,1.166666667
935,AL1 3SR,2013,1
936,AL1 3TE,2012,1
937,AL1 3XW,2012,1.5
938,AL1 3YQ,2013,1
939,AL1 3YT,2012,1
940,AL1 4AP,2012,1.222222222
941,AL1 4AP,2013,3
942,AL1 4BE,2012,1.5
943,AL1 4BN,2012,1.272727273
944,AL1 4ES,2012,2
945,AL1 4ES,2013,1
946,AL1 4EX,2012,2.25
947,AL1 4EX,2013,1
948,AL1 4JD,2012,1
949,AL1 4LA,2012,1.391304348
950,AL1 4LA,2013,1
951,AL1 4LS,2012,2
952,AL1 4NE,2012,1.222222222
953,AL1 4NQ,2012,1.8
954,AL1 4NQ,2013,1
955,AL1 4QE,2012,1
956,AL1 4QE,2013,1.333333333
957,AL1 4RL,2012,1.2
958,AL1 4RL,2013,1.444444444
959,AL1 4SQ,2012,1.2
960,AL1 4SY,2012,2
961,AL1 4XP,2012,1.7
962,AL1 4XP,2013,1
963,AL1 5AR,2012,1.2
964,AL1 5BQ,2012,1
965,AL1 5ED,2012,1.714285714
966,AL1 5EQ,2012,1
967,AL1 5EQ,2013,1.285714286
968,AL1 5NE,2012,1
969,AL1 5NE,2013,1
970,AL1 5NY,2012,1
971,AL1 5NY,2013,1
972,AL1 5PS,2012,1
973,AL1 5SL,2012,1
974,AL10 0AB,2012,2
975,AL10 0DH,2012,2
976,AL10 0EA,2012,1.5
977,AL10 0EJ,2012,1
978,AL10 0HQ,2012,1.4375
979,AL10 0HQ,2013,1
980,AL10 0LF,2012,1.714285714
981,AL10 0LF,2013,1
982,AL10 0LT,2012,1
983,AL10 0LW,2012,1.5
984,AL10 0PH,2012,1.45
985,AL10 0PH,2013,1
986,AL10 0PJ,2012,1
987,AL10 0PW,2012,2
988,AL10 0QU,2012,2
989,AL10 0RT,2012,1.636363636
990,AL10 0RT,2013,1
991,AL10 0RU,2012,1.2
992,AL10 0RY,2012,1
993,AL10 0SQ,2012,2
994,AL10 0SQ,2013,1
995,AL10 0SZ,2012,1
996,AL10 0XR,2012,2
997,AL10 0XR,2013,1.5
998,AL10 0YA,2012,1.666666667
999,AL10 8AQ,2012,4
1000,AL10 8AQ,2013,1.222222222
1001,AL10 8EE,2012,1.333333333
1002,AL10 8JZ,2012,1
1003,AL10 8NA,2012,1.25
1004,AL10 8NA,2013,1.2
1005,AL10 8NB,2012,1
1006,AL10 8NN,2012,1
1007,AL10 8PJ,2012,1
1008,AL10 8SF,2012,1.333333333
1009,AL10 8XB,2012,1.5
1010,AL10 8XB,2013,1.666666667
1011,AL10 9AA,2012,1
1012,AL10 9AZ,2012,1
1013,AL10 9AZ,2013,1
1014,AL10 9BB,2012,1.285714286
1015,AL10 9BH,2012,2
1016,AL10 9BH,2013,1
1017,AL10 9BP,2012,1.7
1018,AL10 9BP,2013,1
1019,AL10 9BQ,2012,1
1020,AL10 9BS,2012,1.333333333
1021,AL10 9EP,2012,1
1022,AL10 9EX,2012,1.666666667
1023,AL10 9EX,2013,1.428571429
1024,AL10 9FZ,2012,1
1025,AL10 9GL,2012,2.5
1026,AL10 9GL,2013,2.666666667
1027,AL10 9GU,2012,1.916666667
1028,AL10 9GU,2013,2
1029,AL10 9HA,2012,1.666666667
1030,AL10 9HB,2012,2
1031,AL10 9NU,2012,1.428571429
1032,AL10 9NU,2013,1
1033,AL10 9NY,2012,1.333333333
1034,AL10 9PA,2012,1.5
1035,AL10 9PA,2013,4
1036,AL10 9QS,2012,1.75
1037,AL10 9QS,2013,1
1038,AL10 9QX,2012,1.25
1039,AL10 9QZ,2012,1
1040,AL10 9RH,2012,1.222222222
1041,AL10 9RU,2012,1
1042,AL10 9RW,2012,1.384615385
1043,AL10 9SU,2012,2.333333333
1044,AL10 9TL,2012,1
1045,AL10 9US,2012,1
1046,AL10 9US,2013,1.222222222
1047,AL2 1AE,2012,1.2
1048,AL2 1BA,2012,1
1049,AL2 1BT,2012,1.333333333
1050,AL2 1BT,2013,1
1051,AL2 1BX,2012,2.2
1052,AL2 1BX,2013,1.5
1053,AL2 1DA,2012,1
1054,AL2 1DE,2012,1.8
1055,AL2 1DH,2012,1.090909091
1056,AL2 1DH,2013,1
1057,AL2 1EA,2012,1.555555556
1058,AL2 1ET,2012,1
1059,AL2 1FS,2012,1.571428571
1060,AL2 1FS,2013,1.333333333
1061,AL2 1JW,2012,1.692307692
1062,AL2 1JW,2013,1
1063,AL2 1LG,2012,1.714285714
1064,AL2 1LG,2013,1.111111111
1065,AL2 1PA,2012,1.5
1066,AL2 1PH,2012,1.666666667
1067,AL2 1PH,2013,1
1068,AL2 1QQ,2012,1.5
1069,AL2 1RZ,2012,2.333333333
1070,AL2 1TD,2012,1.25
1071,AL2 1TD,2013,1.666666667
1072,AL2 2AG,2012,2
1073,AL2 2AT,2012,1.142857143
1074,AL2 2DB,2012,1.375
1075,AL2 2DW,2012,1.75
1076,AL2 2ES,2012,1.181818182
1077,AL2 2EX,2012,1.333333333
1078,AL2 2HJ,2012,1.555555556
1079,AL2 2HJ,2013,1.25
1080,AL2 2HS,2012,1.5
1081,AL2 2HS,2013,1
1082,AL2 2JR,2012,1.25
1083,AL2 2JR,2013,1
1084,AL2 2LF,2012,1.75
1085,AL2 2LF,2013,1
1086,AL2 2LJ,2012,1.625
1087,AL2 2LJ,2013,1
1088,AL2 2NT,2012,1.5
1089,AL2 2NW,2012,1
1090,AL2 2NZ,2012,1
1091,AL2 2NZ,2013,1
1092,AL2 3AA,2012,1.285714286
1093,AL2 3AA,2013,1
1094,AL2 3DA,2012,2
1095,AL2 3DA,2013,1.4
1096,AL2 3DS,2012,1.5
1097,AL2 3EH,2012,1.25
1098,AL2 3ET,2012,1.333333333
1099,AL2 3FB,2012,1
1100,AL2 3HG,2012,1.2
1101,AL2 3HG,2013,2
1102,AL2 3NJ,2012,1.4
1103,AL2 3NL,2012,1
1104,AL2 3NT,2012,1.25
1105,AL2 3NT,2013,1
1106,AL2 3PT,2012,1.545454545
1107,AL2 3PT,2013,1.666666667
1108,AL2 3PY,2012,1.4
1109,AL2 3PY,2013,1.2
1110,AL2 3QF,2012,1.8
1111,AL2 3QF,2013,1
1112,AL2 3QG,2012,2
1113,AL2 3TZ,2012,1.5
1114,AL2 3UZ,2012,1.714285714
1115,AL2 3XX,2012,1
1116,AL2 3XX,2013,4
1117,AL3 4AL,2012,1.333333333
1118,AL3 4AL,2013,1
1119,AL3 4BL,2012,1.761904762
1120,AL3 4BL,2013,3
1121,AL3 4DL,2012,1.333333333
1122,AL3 4EZ,2012,1
1123,AL3 5AN,2012,1.166666667
1124,AL3 5AN,2013,1
1125,AL3 5AS,2012,1.666666667
1126,AL3 5AS,2013,1
1127,AL3 5ED,2012,1
1128,AL3 5JA,2012,1.5
1129,AL3 5JA,2013,1
1130,AL3 5LA,2012,2
1131,AL3 5LW,2012,2.222222222
1132,AL3 5NL,2012,1.545454545
1133,AL3 5RY,2012,1.142857143
1134,AL3 5RY,2013,2.333333333
1135,AL3 5SE,2012,1
1136,AL3 5TH,2012,1.6
1137,AL3 5TR,2012,2.75
1138,AL3 6AA,2012,2.333333333
1139,AL3 6AP,2012,1.333333333
1140,AL3 6AR,2012,1
1141,AL3 6AX,2012,2.166666667
1142,AL3 6BA,2012,1.285714286
1143,AL3 6BA,2013,1.454545455
1144,AL3 6BZ,2012,2
1145,AL3 6DA,2012,1
1146,AL3 6EU,2013,1
1147,AL3 6LE,2012,1
1148,AL3 6RA,2012,1.5
1149,AL3 7AA,2012,1
1150,AL3 7AG,2012,1.5
1151,AL3 7AS,2012,2.25
1152,AL3 7AS,2013,1.5
1153,AL3 7LT,2012,1.25
1154,AL3 7LT,2013,1
1155,AL3 7NL,2012,1.5
1156,AL3 7NL,2013,1
1157,AL3 7QB,2012,1
1158,AL3 8AH,2012,1.375
1159,AL3 8AH,2013,1
1160,AL3 8AZ,2012,1.4
1161,AL3 8AZ,2013,1
1162,AL3 8DP,2012,1.428571429
1163,AL3 8DP,2013,1.25
1164,AL3 8EU,2012,1.5
1165,AL3 8EX,2012,1.8
1166,AL3 8EY,2012,1.363636364
1167,AL3 8HQ,2012,1.5
1168,AL3 8HQ,2013,1
1169,AL3 8HS,2012,1.384615385
1170,AL3 8JD,2012,2
1171,AL3 8JD,2013,1
1172,AL3 8JH,2012,1.4375
1173,AL3 8JQ,2012,1
1174,AL3 8NT,2012,1
1175,AL3 8QE,2012,1
1176,AL3 8QU,2012,2
1177,AL4 0FQ,2012,1.666666667
1178,AL4 0FQ,2013,1.5
1179,AL4 0HB,2012,1
1180,AL4 0HB,2013,1
1181,AL4 0HL,2012,1
1182,AL4 0NG,2012,1.833333333
1183,AL4 0NG,2013,1.875
1184,AL4 0NQ,2012,1.7
1185,AL4 0NQ,2013,1
1186,AL4 0NY,2012,1
1187,AL4 0PJ,2012,1.5
1188,AL4 0RE,2012,1.823529412
1189,AL4 0RZ,2012,1
1190,AL4 0SA,2012,1.25
1191,AL4 0SA,2013,1
1192,AL4 0SP,2012,1.25
1193,AL4 0SP,2013,1.6
1194,AL4 0UQ,2012,1.25
1195,AL4 0XP,2012,1.5
1196,AL4 0XP,2013,1
1197,AL4 0XR,2012,1.5
1198,AL4 0XR,2013,2.4
1199,AL4 8AA,2012,1
1200,AL4 8AA,2013,1.5
1201,AL4 8EL,2012,1
1202,AL4 8ER,2012,1.285714286
1203,AL4 8HP,2012,1.333333333
1204,AL4 8HP,2013,1
1205,AL4 8JZ,2012,1.5
1206,AL4 8QF,2012,1
1207,AL4 8RT,2012,1
1208,AL4 8RT,2013,1
1209,AL4 9JB,2012,1.333333333
1210,AL4 9JB,2013,1
1211,AL4 9JF,2012,1.166666667
1212,AL4 9JF,2013,1
1213,AL4 9JR,2012,1.6
1214,AL4 9JR,2013,1
1215,AL5 1BD,2012,1.285714286
1216,AL5 1DW,2012,1
1217,AL5 1DW,2013,1.5
1218,AL5 1EN,2012,1
1219,AL5 1NF,2012,1
1220,AL5 1PS,2012,1.6
1221,AL5 1PU,2012,2
1222,AL5 1TE,2012,1.25
1223,AL5 1TE,2013,1
1224,AL5 2AR,2012,2
1225,AL5 2BB,2012,1
1226,AL5 2DR,2012,2
1227,AL5 2RH,2012,1
1228,AL5 2RH,2013,1
1229,AL5 2SP,2012,1.285714286
1230,AL5 2TP,2012,1.333333333
1231,AL5 2TP,2013,1.25
1232,AL5 2TQ,2012,1.454545455
1233,AL5 2TQ,2013,1.5
1234,AL5 3BB,2012,1
1235,AL5 3BN,2012,1.2
1236,AL5 3EQ,2013,1
1237,AL5 3NF,2012,1
1238,AL5 3NF,2013,1
1239,AL5 4AA,2012,1.363636364
1240,AL5 4HH,2012,1.5
1241,AL5 4ST,2012,1.666666667
1242,AL5 4TD,2012,1.142857143
1243,AL5 4TD,2013,2.5
1244,AL5 4US,2012,1
1245,AL5 4US,2013,1
1246,AL5 5AJ,2012,1.666666667
1247,AL5 5AL,2012,1
1248,AL5 5FE,2012,1.428571429
1249,AL5 5NH,2012,1
1250,AL5 5NH,2013,1.333333333
1251,AL5 5PA,2012,1.5
1252,AL5 5TL,2012,1.2
1253,AL5 5TL,2013,2
1254,AL6 0AW,2012,1.5
1255,AL6 0AW,2013,1.333333333
1256,AL6 0BS,2012,1.666666667
1257,AL6 0BX,2012,1.6
1258,AL6 0BX,2013,1.333333333
1259,AL6 0BZ,2012,1.666666667
1260,AL6 0GD,2012,2
1261,AL6 0NQ,2012,1
1262,AL6 0NQ,2013,1
1263,AL6 0PS,2012,1.5
1264,AL6 0QA,2012,1.173913043
1265,AL6 0QA,2013,1
1266,AL6 0TB,2012,1.125
1267,AL6 0TB,2013,1
1268,AL6 0TT,2012,1
1269,AL6 0TT,2013,1.857142857
1270,AL6 9AH,2012,1
1271,AL6 9AJ,2012,1.769230769
1272,AL6 9DQ,2012,2
1273,AL6 9EH,2012,1.538461538
1274,AL6 9EH,2013,1
1275,AL6 9EP,2012,2
1276,AL6 9EP,2013,1
1277,AL6 9FE,2012,2
1278,AL6 9FP,2012,1
1279,AL6 9NF,2012,1
1280,AL6 9NX,2012,2.5
1281,AL6 9TG,2012,1
1282,AL6 9UB,2012,1
1283,AL7 1BD,2012,1
1284,AL7 1EL,2012,1.272727273
1285,AL7 1EU,2012,1.333333333
1286,AL7 1EU,2013,1
1287,AL7 1EW,2012,1.888888889
1288,AL7 1EW,2013,1.5
1289,AL7 1FX,2012,1.333333333
1290,AL7 1FX,2013,1
1291,AL7 1GD,2012,2
1292,AL7 1GD,2013,1.666666667
1293,AL7 1TN,2012,1.4
1294,AL7 1TN,2013,2
1295,AL7 2AJ,2012,2
1296,AL7 2AJ,2013,2
1297,AL7 2AX,2012,1.75
1298,AL7 2DA,2012,1.4
1299,AL7 2DA,2013,2
1300,AL7 2EA,2012,1
1301,AL7 2EA,2013,1
1302,AL7 2ED,2012,1.333333333
1303,AL7 2ED,2013,1
1304,AL7 2FD,2012,1
1305,AL7 3DQ,2012,1.888888889
1306,AL7 3EL,2012,1.285714286
1307,AL7 3EL,2013,1
1308,AL7 3FB,2012,1
1309,AL7 3HR,2012,3
1310,AL7 3PW,2012,1
1311,AL7 3PW,2013,1
1312,AL7 3SJ,2012,1
1313,AL7 3SY,2012,1
1314,AL7 3UU,2012,1.25
1315,AL7 3UU,2013,1
1316,AL7 4AB,2012,1.5
1317,AL7 4AB,2013,1
1318,AL7 4BQ,2012,1.4375
1319,AL7 4BQ,2013,1
1320,AL7 4DP,2012,2.4
1321,AL7 4DP,2013,2
1322,AL7 4ET,2012,1
1323,AL7 4HD,2012,1
1324,AL7 4HE,2012,1
1325,AL7 4HE,2013,1
1326,AL7 4HG,2012,1
1327,AL7 4HG,2013,1
1328,AL7 4HQ,2013,2
1329,AL7 4JW,2012,1.666666667
1330,AL7 4NB,2012,1.5
1331,AL7 4TQ,2012,1.5
1332,AL8 6AJ,2012,1.6
1333,AL8 6AJ,2013,1.166666667
1334,AL8 6AP,2012,2
1335,AL8 6BA,2012,1
1336,AL8 6BJ,2012,1
1337,AL8 6DH,2012,1
1338,AL8 6DN,2012,1
1339,AL8 6DS,2012,2.125
1340,AL8 6EA,2012,5
1341,AL8 6EP,2012,1.5
1342,AL8 6JD,2012,1.307692308
1343,AL8 6JD,2013,1
1344,AL8 6JL,2012,1.2
1345,AL8 6JL,2013,2.5
1346,AL8 6LJ,2012,1.142857143
1347,AL8 6LJ,2013,1.5
1348,AL8 6UG,2013,1
1349,AL8 6XD,2012,1.75
1350,AL8 6XQ,2012,1
1351,AL8 6XQ,2013,1
1352,AL8 6YR,2012,1.5
1353,AL8 7DR,2012,1.315789474
1354,AL8 7DY,2012,1.333333333
1355,AL8 7DY,2013,1
1356,AL8 7LX,2012,1
1357,AL8 7LX,2013,1
1358,AL8 7RE,2012,1.5
1359,AL8 7RE,2013,2
1360,AL8 7SR,2012,1
1361,AL8 7TL,2012,1
1362,AL8 7TN,2012,1.272727273
1363,AL8 7TN,2013,1
1364,AL8 7TQ,2012,1.666666667
1365,AL8 7TQ,2013,1
1366,AL8 7TT,2012,1.666666667
1367,AL8 7XB,2012,1
1368,AL9 5AE,2012,1.4
1369,AL9 5EN,2012,2
1370,AL9 5EN,2013,3
1371,AL9 5JJ,2012,1
1372,AL9 5JP,2012,1.333333333
1373,AL9 5JX,2012,1.090909091
1374,AL9 5JY,2012,1
1375,AL9 5LZ,2012,1
1376,AL9 5LZ,2013,1
1377,AL9 5NT,2012,2
1378,AL9 5PD,2012,1.666666667
1379,AL9 5PD,2013,1
1380,AL9 5RE,2012,1
1381,AL9 5RE,2013,1
1382,AL9 5RF,2012,1.5
1383,AL9 5SB,2013,1
1384,AL9 6AA,2012,1
1385,AL9 6BA,2012,1
1386,AL9 6EF,2012,1.666666667
1387,AL9 6EF,2013,1
1388,AL9 6JD,2012,2
1389,AL9 6LA,2012,2
1390,AL9 6NJ,2012,1.25
1391,AL9 6NQ,2012,1.4
1392,AL9 6NS,2012,1.75
1393,AL9 7AE,2012,1.25
1394,AL9 7BD,2012,1.8
1395,AL9 7DF,2012,1.666666667
1396,AL9 7DR,2012,1
1397,AL9 7HT,2012,1.333333333
1398,AL9 7SB,2012,1.6
1399,AL9 7TH,2012,1.5
1400,AL9 7TS,2012,1.833333333
1401,AL9 7TY,2012,1.333333333
1402,B1,2012,1.5
1403,B1 1BY,2012,1.222222222
1404,B1 1BY,2013,1
1405,B1 1DD,2012,1.25
1406,B1 1DD,2013,1
1407,B1 1EQ,2012,1.571428571
1408,B1 1FU,2012,1.666666667
1409,B1 1FU,2013,1
1410,B1 1HL,2012,1.6
1411,B1 1JR,2012,1
1412,B1 1JW,2012,1.333333333
1413,B1 1LW,2012,1
1414,B1 1NB,2012,1
1415,B1 1NB,2013,1
1416,B1 1PW,2012,2
1417,B1 1UF,2012,1
1418,B1 2AJ,2012,1.25
1419,B1 2AJ,2013,1
1420,B1 2AW,2012,1
1421,B1 2DY,2012,1
1422,B1 2HG,2012,1.545454545
1423,B1 2JU,2012,1
1424,B1 2UJ,2012,1
1425,B1 3DD,2012,1.2
1426,B1 3EA,2012,1.666666667
1427,B1 3HN,2012,1
1428,B1 3HN,2013,2
1429,B1 3QQ,2012,1
1430,B1 3RB,2012,1.5
1431,B1 3RB,2013,1
1432,B10,2012,1
1433,B10 0AR,2012,1
1434,B10 0BA,2012,2
1435,B10 0BT,2012,1.125
1436,B10 0BT,2013,1
1437,B10 0BW,2012,1.4
1438,B10 0BW,2013,1
1439,B10 0DP,2012,1
1440,B10 0DP,2013,1
1441,B10 0ED,2012,1
1442,B10 0HT,2012,1.333333333
1443,B10 0JJ,2012,1.2
1444,B10 0JJ,2013,1
1445,B10 0LG,2012,2.5
1446,B10 0NJ,2012,1.75
1447,B10 0NJ,2013,2
1448,B10 0QT,2012,1.142857143
1449,B10 0QT,2013,1.3
1450,B10 0RA,2012,1.625
1451,B10 0RH,2012,1.428571429
1452,B10 0RJ,2012,1
1453,B10 0RU,2012,1.5
1454,B10 0TZ,2012,1.583333333
1455,B10 0TZ,2013,2
1456,B10 9LG,2012,1.222222222
1457,B10 9LG,2013,1.5
1458,B10 9NG,2012,1
1459,B10 9NL,2012,1
1460,B10 9NL,2013,1.333333333
1461,B10 9RX,2012,1.142857143
1462,B10 9RX,2013,1
1463,B10 9SN,2012,1
1464,B11,2012,1.428571429
1465,B11 1AA,2012,3.5
1466,B11 1AG,2012,1.25
1467,B11 1AN,2012,1.307692308
1468,B11 1AR,2012,1
1469,B11 1AR,2013,3
1470,B11 1LN,2012,1.352941176
1471,B11 1LN,2013,2
1472,B11 1NB,2012,1.25
1473,B11 1ND,2012,1
1474,B11 1ND,2013,1
1475,B11 1NU,2012,1.25
1476,B11 1NU,2013,1
1477,B11 1PS,2012,1
1478,B11 1PY,2012,1.5
1479,B11 1QS,2012,2.2
1480,B11 1QT,2012,1
1481,B11 1RB,2012,1.25
1482,B11 1RE,2012,1
1483,B11 1RL,2012,1.5
1484,B11 1SP,2012,1.916666667
1485,B11 1SP,2013,1
1486,B11 1UD,2012,1.666666667
1487,B11 1XB,2012,1.714285714
1488,B11 2AB,2012,1
1489,B11 2AB,2013,1
1490,B11 2BX,2012,1.5
1491,B11 2BX,2013,2
1492,B11 2DF,2012,1
1493,B11 2DF,2013,1
1494,B11 2EX,2012,1.454545455
1495,B11 2EX,2013,1
1496,B11 2HA,2012,1.764705882
1497,B11 2HA,2013,2
1498,B11 2JH,2012,1
1499,B11 2JH,2013,1
1500,B11 2ND,2012,1.727272727
1501,B11 2ND,2013,1
1502,B11 2NG,2012,1
1503,B11 2PH,2012,1.333333333
1504,B11 2PN,2012,1.428571429
1505,B11 2PN,2013,1
1506,B11 3AA,2012,1.6
1507,B11 3AA,2013,1.4
1508,B11 3AX,2012,1.75
1509,B11 3AX,2013,1
1510,B11 3BB,2012,1.25
1511,B11 3BP,2012,1.333333333
1512,B11 3BP,2013,2
1513,B11 3ND,2012,1.769230769
1514,B11 3ND,2013,1
1515,B11 3NY,2012,1
1516,B11 3QT,2012,1.333333333
1517,B11 3QT,2013,1
1518,B11 3QY,2012,1.142857143
1519,B11 3RZ,2012,2.5
1520,B11 4AH,2012,1.85
1521,B11 4AH,2013,2
1522,B11 4AR,2013,4
1523,B11 4AS,2012,1.428571429
1524,B11 4BT,2012,1.6
1525,B11 4BT,2013,1.666666667
1526,B11 4DG,2012,1
1527,B11 4JY,2012,1.25
1528,B11 4JZ,2012,1.5
1529,B11 4JZ,2013,1
1530,B11 4LS,2012,1.333333333
1531,B11 4PB,2012,1.571428571
1532,B11 4PB,2013,1.333333333
1533,B11 4RB,2012,1.1
1534,B11 4SE,2012,1
1535,B11 4SE,2013,1
1536,B11 4SF,2012,1.5
1537,B11 4SF,2013,1.5
1538,B12,2012,1.5
1539,B12 0AB,2012,2
1540,B12 0AU,2012,1
1541,B12 0AU,2013,1
1542,B12 0EN,2012,1.222222222
1543,B12 0EN,2013,1
1544,B12 0HT,2012,1
1545,B12 0JP,2012,2.428571429
1546,B12 0NX,2012,1.285714286
1547,B12 0NY,2012,1.833333333
1548,B12 0NY,2013,1.4
1549,B12 0RT,2012,1.5
1550,B12 0SD,2012,1
1551,B12 0TP,2012,4
1552,B12 0TP,2013,1
1553,B12 0UX,2012,2.5
1554,B12 0XS,2012,1.111111111
1555,B12 0YB,2012,1.75
1556,B12 0YB,2013,2
1557,B12 0YR,2012,1.714285714
1558,B12 0YR,2013,1
1559,B12 8AF,2012,2
1560,B12 8AF,2013,2
1561,B12 8DD,2012,1
1562,B12 8DD,2013,1.222222222
1563,B12 8DP,2012,2.666666667
1564,B12 8ED,2012,1.25
1565,B12 8ED,2013,2
1566,B12 8EH,2013,1
1567,B12 8HP,2012,1.6
1568,B12 8HP,2013,1
1569,B12 8UJ,2012,1.3
1570,B12 8UJ,2013,2
1571,B12 9AA,2012,1.4
1572,B12 9AA,2013,1
1573,B12 9BX,2012,1.380952381
1574,B12 9EG,2012,1.6
1575,B12 9FF,2012,3.5
1576,B12 9HE,2012,1
1577,B12 9LS,2012,1.5
1578,B12 9PR,2012,2
1579,B12 9PR,2013,2.25
1580,B12 9QD,2012,1
1581,B12 9RJ,2012,1.666666667
1582,B12 9RN,2012,1.75
1583,B12 9RN,2013,3
1584,B13,2012,1.833333333
1585,B13 0AB,2012,1.894736842
1586,B13 0AG,2012,1.5
1587,B13 0AQ,2012,1.181818182
1588,B13 0AQ,2013,1
1589,B13 0AS,2012,1.2
1590,B13 0BP,2012,1
1591,B13 0BP,2013,1
1592,B13 0DB,2012,1.5
1593,B13 0EU,2012,2
1594,B13 0EU,2013,2.5
1595,B13 0JG,2012,1
1596,B13 0PJ,2012,1
1597,B13 0PJ,2013,1.5
1598,B13 0RU,2012,2
1599,B13 0SE,2012,1.333333333
1600,B13 0SE,2013,1.1
1601,B13 0ST,2012,1
1602,B13 0TA,2012,2
1603,B13 8DD,2012,2.5
1604,B13 8HW,2012,2
1605,B13 8JG,2012,2.142857143
1606,B13 8JG,2013,1
1607,B13 8LA,2012,1
1608,B13 8LA,2013,1
1609,B13 8LD,2012,2.125
1610,B13 8LD,2013,1
1611,B13 8QB,2012,1
1612,B13 8QB,2013,1
1613,B13 9AA,2012,1.416666667
1614,B13 9AA,2013,1
1615,B13 9BH,2012,1.428571429
1616,B13 9BH,2013,1
1617,B13 9BQ,2012,2
1618,B13 9BQ,2013,2
1619,B13 9DB,2012,1.416666667
1620,B13 9DB,2013,1
1621,B13 9DL,2012,1.142857143
1622,B13 9DQ,2012,1
1623,B13 9LE,2012,2
1624,B13 9LF,2012,1
1625,B13 9LF,2013,1
1626,B13 9LH,2012,1.666666667
1627,B13 9LH,2013,2
1628,B13 9NY,2012,1
1629,B14,2012,1.333333333
1630,B14,2013,2
1631,B14 4BL,2012,2
1632,B14 4FD,2012,1.076923077
1633,B14 4FD,2013,2
1634,B14 4HP,2012,1
1635,B14 4HP,2013,2
1636,B14 4LH,2012,1.666666667
1637,B14 4RB,2012,1
1638,B14 4UH,2012,1.2
1639,B14 4UH,2013,1.5
1640,B14 5HP,2012,1.416666667
1641,B14 5HP,2013,1
1642,B14 5LF,2012,1
1643,B14 5QJ,2012,1.25
1644,B14 5QJ,2013,1
1645,B14 5QU,2012,1.333333333
1646,B14 5TN,2012,1.636363636
1647,B14 5TN,2013,1
1648,B14 6AA,2012,1
1649,B14 6AB,2012,1.75
1650,B14 6AH,2012,1.222222222
1651,B14 6AH,2013,2
1652,B14 6BJ,2012,1
1653,B14 6EB,2012,1.5
1654,B14 6EN,2012,1
1655,B14 6EN,2013,1
1656,B14 6EP,2012,2.5
1657,B14 6EP,2013,1
1658,B14 6PL,2012,1.5
1659,B14 6PL,2013,4
1660,B14 7AN,2012,1
1661,B14 7AN,2013,2
